VIN,Model,Type,Year,Brand,Dealership,Miles,BoughtPrice,InventoryStatus,ListingPrice
FTMR1N3PBFGDO8WRT,Forester,SUV,2017,Subaru,2,31603,16197,Sold,20105.07
EBCN5S70G0B43PB4A,R8,Minivan,2020,Audi,1,17224,21754,Reserved,27718.14
63NXULOD7ZB3XL8DI,MX-5 Miata,Hatchback,2021,Mazda,1,103574,7353,Available,9784.08
NKK8MV62Q837LV1T8,Telluride,SUV,2019,Kia,1,9444,23343,Available,29804.57
3DVIRMZJGR0QN32FF,Passat,SUV,2023,Volkswagen,1,57747,17834,Sold,20297.5
CHT0KCUI4VB1LVF6I,Supra,Coupe,2015,Toyota,1,60810,9615,Sold,11961.75
TKY0I6W12PQ4ZRPHN,MX-5 Miata,Truck,2018,Mazda,1,119815,5000,Sold,6258.39
KD4ACKIDXZUQALJ9F,Camaro,Hatchback,2021,Chevrolet,4,101477,7500,Available,9045.25
0QY83I5Q6DPEGC4NR,BRZ,Coupe,2021,Subaru,4,16486,26500,Sold,34028.94
Z7PM88W1MUHDGXI4T,Cybertruck,Hatchback,2016,Tesla,1,114877,5000,Available,6667.96
OB46JVK57OFEYCDYX,NSX,Minivan,2021,Honda,2,85194,11517,Available,15333.64
JQS47DKH6IVM9P7ZO,Escape,SUV,2024,Ford,1,87220,12615,Sold,15298.33
0COXJFC4W86X0NU10,3 Series,SUV,2018,BMW,1,78504,11496,Available,12971.05
3DJIODSGXXVFU7AK9,Ridgeline,Sedan,2023,Honda,3,29240,27167,Available,36572.5
4EBCHNKH4GGSNELTO,Golf,Minivan,2021,Volkswagen,1,12870,22067,Sold,28901.69
TVBSVF0MAET73PUE8,Gladiator,Sedan,2023,Jeep,2,65448,17070,Available,19309
W1YYTQY1JG4X7TDT7,Cybertruck,Truck,2019,Tesla,2,61511,13025,Reserved,17325.99
EDKWJGUYTRNV53C58,Supra,Hatchback,2019,Toyota,2,107578,7366,Available,9704.51
ZLW6EBVJ9WMCOPPRY,AMG GT,Truck,2016,Mercedes-Benz,3,91051,5820,Sold,7156.91
I0H7S65J8RSKV92FQ,Bronco,Hatchback,2017,Ford,3,104016,5000,Sold,6239.09
8OCOY81WXNT8646UU,Tahoe,Truck,2021,Chevrolet,1,17012,20416,Reserved,24494.11
LNQUTSBKS765C892X,MX-5 Miata,Minivan,2023,Mazda,1,110239,8836,Sold,9840.57
KH6WF8TTU0TZH6I6P,Cybertruck,Hatchback,2016,Tesla,3,10767,16602,Reserved,19653.44
9DF6BZM60POHYZ60F,Bronco,Hatchback,2023,Ford,3,115328,5581,Reserved,7259.28
S4SJM3TFZWFV5O7SY,Veloster,Truck,2016,Hyundai,1,37742,12514,Sold,13779.89
6YMTXBJ4PJGTPYZBE,Equinox,Truck,2020,Chevrolet,1,36173,20003,Sold,23671.05
QWH9PFOOJ0I3LTMCK,Bronco,Coupe,2022,Ford,2,57445,16391,Reserved,19661.7
GP15BGW3TSI3ST0Z0,Model S,SUV,2018,Tesla,2,76561,9977,Reserved,12315.1
SVX06O72MPQ1S6TG2,NSX,Coupe,2024,Honda,2,9842,29886,Available,39747.3
WAPAI1CSPIMHDYZZR,BRZ,Hatchback,2020,Subaru,3,116658,5175,Available,6140.59
QMNN2H6MYNLTHT00I,Focus,Sedan,2020,Ford,4,86481,12529,Available,14868.64
TN5BA26W30J9JTXT4,AMG GT,Truck,2015,Mercedes-Benz,3,32956,14227,Sold,18272.81
CK4CT27MZJH59MU3T,Stinger,Truck,2017,Kia,4,78768,7246,Sold,8789.79
K3T6X8F18PPFZ8QKQ,3 Series,SUV,2019,BMW,2,66016,13300,Sold,15376.81
YIPL28DTVKA2ELH3N,Corolla,Truck,2024,Toyota,2,35609,25425,Sold,30843.32
0T07Z7CFA3J90TEPD,Santa Fe,SUV,2015,Hyundai,1,94891,6345,Sold,7202.93
3I6LU1K1TSGBUAQ6E,Camaro,Hatchback,2015,Chevrolet,3,14914,14783,Sold,16913.18
7V2X0GJ60PBP3SS7M,AMG GT,Minivan,2019,Mercedes-Benz,4,107789,6036,Sold,7391.64
RGL7D0ZPF86V2C7J1,BRZ,Coupe,2020,Subaru,4,45165,19741,Available,23782.6
T6RP0OP18MZYRGQ6G,Gladiator,Minivan,2018,Jeep,1,54846,17443,Reserved,23176.71
SZ79A75QSZB2I4UB4,Jetta,SUV,2021,Volkswagen,2,9399,19788,Reserved,23559.56
YZWNS8Q1RNV9OM8I6,Camaro,Hatchback,2019,Chevrolet,2,73943,12878,Reserved,16035
CSL20HMQV1HHNGGBW,Golf,Coupe,2020,Volkswagen,4,71913,12557,Reserved,15797.54
PVYE9NK6UGL6KB6KH,AMG GT,Hatchback,2016,Mercedes-Benz,1,106904,5000,Sold,5516.37
BGXHHZZ98HHRLVLXF,GT-R,Hatchback,2024,Nissan,4,31092,22630,Sold,28646.96
GSJDL5JUDUXPJU510,Tiguan,Sedan,2016,Volkswagen,3,13746,17452,Sold,19973.97
8CUH1IN0PS47BHND6,Rogue,Truck,2018,Nissan,4,17280,17774,Available,23821.92
2G8AH011D0F4ASK3V,Gladiator,Sedan,2019,Jeep,3,118821,5079,Sold,5775.66
XDI4N7NGYJ0YHG3PU,NSX,Coupe,2022,Honda,2,34320,18132,Reserved,21824.69
VFBV9KMZH32K9SEEG,Gladiator,Coupe,2019,Jeep,4,12854,26600,Available,29827.58
OF0E41GWMLK9MOM3G,Altima,SUV,2015,Nissan,2,92593,5746,Reserved,7752.61
D7GMXBZ18VEQNBNT3,MX-5 Miata,Coupe,2022,Mazda,3,112008,5380,Reserved,6593.45
GN1M36HMV7NNBTCCR,MX-5 Miata,Hatchback,2023,Mazda,3,96168,12698,Reserved,15857.85
CMPMY7UMB35QKRU0C,Gladiator,Truck,2018,Jeep,1,96176,10416,Reserved,11632.27
RCPBTQISSOLRLSEUF,Explorer,Truck,2015,Ford,1,47331,13795,Sold,17760.93
CL8WDGH03K31MVIIH,R8,Hatchback,2018,Audi,2,31981,21980,Reserved,25331.43
16ISJ1BHHX8R63QDJ,C-Class,SUV,2021,Mercedes-Benz,2,44196,17943,Available,23765.75
4LYYQ4ZXD01KEZXQK,Cybertruck,Truck,2016,Tesla,4,52268,9439,Reserved,10866.98
YM5DOOH17GIWQ0UC1,Camaro,Hatchback,2015,Chevrolet,1,70737,7938,Sold,9110.22
RX6WLU6P2NRVSLM6M,Gladiator,Truck,2015,Jeep,3,99301,5576,Sold,6184.55
DSLR5IBXFBMTOACLR,Cybertruck,Truck,2021,Tesla,4,97427,8532,Reserved,10392.12
YA6OKHJI57YH6HRXF,Stinger,Minivan,2015,Kia,2,74716,9782,Reserved,12141.52
GXBYP8KN5QMTWMZRA,AMG GT,Minivan,2022,Mercedes-Benz,2,37223,15825,Available,17667.46
P7PFB8K5BOPQOTCC6,Corvette,Sedan,2015,Chevrolet,4,52363,13052,Sold,16887.75
10RI4Q8XASW4ID63B,AMG GT,Truck,2021,Mercedes-Benz,3,43086,16499,Reserved,20018.6
G3I2UW42G9G1VGY8L,Golf,Truck,2020,Volkswagen,2,105481,6246,Available,7689.44
5ZHOHW806OZD32VPT,NSX,Hatchback,2019,Honda,3,106095,6846,Reserved,8284.97
5S7IFK3M3KUHXZZ48,Wrangler,SUV,2023,Jeep,4,110032,8319,Sold,9984.39
Z7ZB1P61W40XAZFNL,CX-9,Sedan,2023,Mazda,3,68874,14573,Sold,18069.21
065OZUW4DN31D12SA,Highlander,SUV,2024,Toyota,1,112674,6555,Reserved,7464.9
FZME87JV30294Y0SA,Equinox,SUV,2022,Chevrolet,2,73314,10929,Available,12518.97
2F3DJ0UF1MXYSP8AG,AMG GT,Hatchback,2022,Mercedes-Benz,1,38591,17396,Reserved,22883.51
FFNSO94JHGNA76P77,Bronco,Coupe,2016,Ford,3,106834,5000,Sold,6682.64
BR1REN3V80V30YLCX,Golf,Coupe,2022,Volkswagen,3,100695,8374,Sold,9992.92
6UERDB08XGY3G5FC6,X5,SUV,2016,BMW,1,30667,14159,Available,16533.27
H8HRF9XRSIB1DRMR1,Veloster,Minivan,2019,Hyundai,4,97341,8263,Available,10419.64
MQ0GW2Y8CS6XNAMH9,Titan,Truck,2015,Nissan,4,104140,5560,Sold,6684.14
U1XCGPDCCSID1TPRF,R8,Coupe,2023,Audi,3,80666,15430,Available,17070.93
OFANM2XTVWXSYT2OM,Accord,Truck,2016,Honda,2,12420,15371,Available,17508.16
QWHJTN0YF6S6OPEO9,Cybertruck,Truck,2018,Tesla,3,93295,8850,Available,11319.09
6VF91BJ2GHMYL59JI,Model X,SUV,2022,Tesla,2,15973,24230,Reserved,30644.43
VDCBZB8E8DHZ83ISH,Bronco,Minivan,2015,Ford,3,30670,14687,Available,16255.19
E8Z5WS7ALYQI8K791,Stinger,Hatchback,2021,Kia,4,9950,23386,Available,27022.36
M9JZ8TA9I6IRYZK15,Cybertruck,Coupe,2019,Tesla,4,83513,9439,Reserved,10928.18
4IRB4NQ87CE1F46UN,MX-5 Miata,Coupe,2015,Mazda,3,14898,16818,Available,21324.77
CZBZCZ5JK954RAJP2,5 Series,Sedan,2020,BMW,1,56088,13638,Reserved,15069
6WCSLBGOSVZU1D03C,MX-5 Miata,Minivan,2024,Mazda,3,90555,14092,Available,15867.97
ZTA8VCB38PZYNBYV5,Gladiator,Coupe,2019,Jeep,4,33070,16262,Available,21140.26
EEKS9AXPDI6J67RMT,Tacoma,Sedan,2015,Toyota,4,12049,16162,Available,18499.61
I8NFF7EP1RK3K6UQU,Malibu,Truck,2023,Chevrolet,1,82396,14551,Sold,18380.63
Q9O8TUELU3ZSJ4UAK,GLC,Coupe,2016,Mercedes-Benz,4,22627,12785,Reserved,14824.79
MBJC6Q0JSSD4R3WPD,5 Series,Sedan,2016,BMW,3,46280,9765,Sold,10984.26
I6XRMAPW7B4GT39B5,Z4,Minivan,2020,BMW,2,108263,7256,Reserved,8422.71
MI9USRRZ5K29YWS6X,Ridgeline,Truck,2015,Honda,1,92608,5842,Reserved,7481.07
Q1952LWGTTQ279E66,Stinger,Minivan,2018,Kia,4,98172,7240,Reserved,9512.81
98HQZIEUW6MSD61W2,Gladiator,Hatchback,2016,Jeep,2,103478,6390,Available,8355.28
0Y1UUHBGO3Q9VCDHH,Rogue,SUV,2016,Nissan,2,9949,15210,Reserved,18241.29
2A376WPO3X7MBN163,Forester,Sedan,2021,Subaru,1,109016,5748,Reserved,7282.84
Q1TOGOSZUVI1K0HIV,Golf,Minivan,2018,Volkswagen,2,55522,13411,Available,15439.36
EYO5086ELDZ73OEYP,Malibu,Coupe,2021,Chevrolet,1,75335,12230,Available,14349.3
Z4HEJFYHDDXZXLYEA,Veloster,Truck,2020,Hyundai,1,22857,20739,Sold,27460.18
P5ILWR0BMRGV3BWLW,Sentra,Sedan,2021,Nissan,1,96533,10069,Available,11108.63
XPT2IL3DG6IQC2T8Q,X3,SUV,2020,BMW,1,64132,15224,Reserved,17071.85
H4SMGKHPPFLVE9UB9,Veloster,Hatchback,2018,Hyundai,2,117321,5463,Available,6293.22
26QUF6WA4X6HI97UM,BRZ,Minivan,2015,Subaru,1,78666,9357,Reserved,10354.77
XBB3CAGPKWTUGRZAZ,Stinger,Coupe,2022,Kia,4,51352,17953,Available,20562.63
8VMB8CDYLP81OM784,Model X,SUV,2024,Tesla,4,14731,24164,Sold,30102.55
KIQG35AJW4WK1INDP,Rogue,Truck,2015,Nissan,1,99200,5394,Sold,6501.69
YSJGEBI7GWAZT8CDZ,Bronco,Minivan,2023,Ford,1,109395,7986,Available,10566.82
XBZLAPHC0EF3TAJB0,GLC,SUV,2023,Mercedes-Benz,3,40346,24888,Sold,32462.93
K5SO783M3RXZXPZFO,Civic,Truck,2019,Honda,1,49094,14830,Available,17580.29
UTJWZNOC99HG3F9ED,NSX,Minivan,2020,Honda,3,66750,13300,Reserved,15492.58
MN5EAPYK2FQG1PAON,Supra,Hatchback,2015,Toyota,1,11448,13039,Reserved,15580.6
M6UE8RD4NDFAGMUBY,Pilot,Sedan,2016,Honda,4,28854,11861,Sold,14797.47
4FR4VV9D1HNBA0R5I,Veloster,Truck,2015,Hyundai,4,102443,6006,Sold,7009.1
SE3790G2XAE1VJ81O,MX-5 Miata,Minivan,2023,Mazda,4,88895,10971,Sold,13779.98
VJXTIWKMN4U1F81DZ,Altima,Sedan,2020,Nissan,4,19015,24303,Reserved,29220.78
F4DW356LQV203KO8M,BRZ,Hatchback,2024,Subaru,3,109365,7903,Sold,9784.01
0T66RRLK0RGGR1U36,GT-R,Coupe,2022,Nissan,4,33971,23024,Available,27836.74
QKM94I9JY52TTCE4A,GLC,SUV,2023,Mercedes-Benz,2,18774,21444,Reserved,25167.03
BI8M7LKJIBAFG8PLB,MX-5 Miata,Minivan,2021,Mazda,4,65135,12692,Available,16970.64
AGLK64913EHYTDRGY,Cybertruck,Minivan,2024,Tesla,4,83777,12076,Sold,15588.93
QCRNXCF5SHATVK4A0,Z4,Minivan,2020,BMW,2,116599,5919,Reserved,6718.23
E8JG6O675QFOVXWX4,Cybertruck,Truck,2018,Tesla,4,85571,10121,Reserved,13330.54
1D84PL4L4OSXJSZJ2,Cybertruck,Hatchback,2020,Tesla,4,30114,22132,Sold,27042.16
8319CROZDF81DZVMM,Gladiator,Hatchback,2020,Jeep,4,118941,5290,Available,7002.05
PUWYMEQHMWVOXUNCU,MX-5 Miata,Coupe,2023,Mazda,3,50030,17951,Reserved,23335.65
C0TSN9KXL5ITE1PND,R8,Minivan,2024,Audi,4,62603,20035,Sold,24168.29
OC3VAQMZ6YWY84OAR,Malibu,SUV,2021,Chevrolet,3,118709,5000,Sold,5528.09
HJSJY7P29BP78GFLP,MX-5 Miata,Minivan,2020,Mazda,4,49985,17845,Reserved,20828.14
TX0MXF3H8K08S1232,Camaro,Minivan,2024,Chevrolet,3,42231,17903,Available,22117.52
NHUXDE1S93BAQKC5X,GT-R,Coupe,2016,Nissan,3,30660,13039,Sold,16407.88
W3NS5BA3E2ONDLGE9,MX-5 Miata,Minivan,2016,Mazda,1,8899,18627,Sold,21690.62
0NDESF6RUFFMDG1ZM,BRZ,Coupe,2018,Subaru,1,40090,16149,Sold,18326.52
SDZ6PJD1UBLC6VYAG,AMG GT,Minivan,2019,Mercedes-Benz,2,112586,7092,Sold,9281.53
TYRZWE4KZJ0C07BSV,Titan,Sedan,2018,Nissan,4,20795,24965,Sold,33605.4
6BN3I0MKZRYL2MEHT,Sportage,Sedan,2017,Kia,3,38902,13463,Reserved,16578.64
IAG0HRSKAWCNDBUWK,Titan,Truck,2020,Nissan,4,96153,10656,Available,12178.95
FDHH8FF9X5BT8TUCH,MX-5 Miata,Truck,2015,Mazda,3,30357,16486,Sold,19256.91
BRRW5LL22BQXECFRW,X5,SUV,2024,BMW,4,97183,12309,Sold,13596.49
E3BHC1SKDT0PPVTT7,Stinger,Minivan,2016,Kia,1,58609,8925,Sold,11857.53
5UGCKRK4UKNJGITGV,Ridgeline,SUV,2022,Honda,4,99169,7950,Reserved,8979.03
BASL25AX9E0JHZPI7,Bronco,Hatchback,2024,Ford,2,56688,21206,Sold,26383
K7BD306S4CM46K63H,R8,Truck,2020,Audi,1,29436,16724,Sold,19542.22
V110RYQV5QY62BD0H,BRZ,Coupe,2021,Subaru,4,51034,15362,Reserved,19026.52
E88EW1GLW0HENVT59,Supra,Hatchback,2019,Toyota,4,26178,21579,Reserved,27251.15
7BS850A63PE5RNAPL,BRZ,Hatchback,2015,Subaru,3,74310,10384,Available,13576.41
9M6MW7GBFGJE8IU4R,Atlas,SUV,2019,Volkswagen,4,38874,21473,Available,24728.42
5N6TKGKW5TSGB02RT,Z4,Truck,2023,BMW,4,74298,14289,Available,15757.18
TXGQS1AYGAPJ4UKY2,Malibu,Truck,2021,Chevrolet,1,19584,18318,Sold,20776.67
0AC6NQY8SRD2XQIEC,NSX,Hatchback,2015,Honda,1,20181,14071,Available,18644.14
HJZD0XIKW8S31JRCU,AMG GT,Hatchback,2019,Mercedes-Benz,1,28520,21460,Sold,28294.42
QYN0Y5QYU2LDEVGVB,GT-R,Minivan,2018,Nissan,2,118957,5950,Available,7433.65
ICQJUX816UAFWDQGE,Cybertruck,Minivan,2019,Tesla,4,11506,20414,Available,25520.14
MBP365W3GZEBFYC9N,AMG GT,Truck,2018,Mercedes-Benz,3,40121,16549,Reserved,20955.32
QF4FKCMEBJWEJC5P8,Supra,Minivan,2023,Toyota,2,116191,6475,Reserved,7406.38
ME9V5CMV2LHK18FG1,Accord,Sedan,2020,Honda,1,45941,18777,Sold,24947.18
LBNRR0EON0TFHJ9N7,Supra,Minivan,2016,Toyota,1,78729,8094,Sold,9750.78
9FRFIXJQX0ACNNIIQ,Gladiator,Hatchback,2017,Jeep,2,82818,7218,Reserved,8631.17
YQTV7ZP0LQDQPWVQI,BRZ,Truck,2017,Subaru,4,56708,10441,Sold,12839.6
2BDPYEH1ZSCAL789K,BRZ,Coupe,2024,Subaru,3,76045,17232,Reserved,19157.53
NN0UYXSMD7ACX76V9,Veloster,Hatchback,2023,Hyundai,2,68846,17405,Available,19869.04
Z355ST7CJNFUR2LCL,Stinger,Hatchback,2017,Kia,3,79789,9304,Available,11951.07
U9HQV92I8H18V4S7K,Bronco,Coupe,2015,Ford,1,84013,6494,Available,7277.82
L8WC3GW8JTXE5FSQA,MX-5 Miata,Truck,2024,Mazda,2,68657,16354,Available,20455.39
0YMKVQJ6VRNIF00RG,Golf,Minivan,2017,Volkswagen,2,100254,6222,Sold,7225.84
TE11M7HIC7IK1DH78,GT-R,Hatchback,2024,Nissan,3,104573,8159,Sold,9768.97
FA90C3XF6IHCM5S7L,Model Y,SUV,2017,Tesla,1,8229,13427,Available,15738.77
QCRYN1H8HALEBY56P,R8,Minivan,2017,Audi,4,99431,7032,Reserved,8360.47
FT3KSV6225IZVRRQB,NSX,Hatchback,2022,Honda,2,105519,7705,Reserved,9860.56
F48X9Y9W0VJJT5QX0,Titan,Sedan,2019,Nissan,1,63650,12960,Reserved,15218.67
NRJQ4JPGBBD3GMHIG,Cybertruck,Minivan,2015,Tesla,2,14569,15027,Reserved,18657.54
QB1ASGY3FUROINB4H,CX-9,Sedan,2016,Mazda,4,69845,7894,Reserved,9622.89
DPGDE4FHM6VBSTSWJ,GLE,SUV,2024,Mercedes-Benz,1,82798,14695,Sold,18602.66
0R6356TSI3FJ1U3D4,NSX,Hatchback,2023,Honda,4,25964,25056,Available,33429.9
UB3LNQ02XKP3DH4OM,BRZ,Coupe,2017,Subaru,1,76257,8660,Reserved,11112.02
62H9F9GB3T0H46PV8,Golf,Hatchback,2018,Volkswagen,2,29282,19668,Available,22691.66
47AJBP7964Y458EZI,Stinger,Minivan,2023,Kia,1,81620,13438,Sold,14886.56
UJ01GWIZSJOQPX02B,GT-R,Coupe,2022,Nissan,3,26905,24270,Reserved,28288.29
PJFI532AXRV8QW5JI,NSX,Coupe,2024,Honda,1,20834,21178,Reserved,26446.44
W8FCQJG0AP4EXU8WQ,CX-9,SUV,2020,Mazda,3,40927,17286,Available,19236.84
6M9I7A80BADNDVS6E,Forester,SUV,2020,Subaru,2,61577,17230,Reserved,21091.1
S7RB70P0F8CNV1BQB,Escape,Truck,2018,Ford,3,48068,13787,Reserved,17222.87
3KTR513F1ALFYJR7Y,Golf,Minivan,2023,Volkswagen,4,96976,9325,Available,11036.71
MACMH0B29KNM66TTT,Highlander,Truck,2016,Toyota,2,18591,12770,Available,16508.14
FOCCCUV60PLLC8RXX,BRZ,Truck,2024,Subaru,4,28502,20723,Reserved,23347.56
2RXUIT9Q0327MN1LK,NSX,Minivan,2020,Honda,1,112622,7460,Reserved,8346.13
3NWR577PO69L1PM3O,Gladiator,Coupe,2022,Jeep,1,79745,13662,Reserved,17515.33
3QY6GJ8GLHNTITEW9,Supra,Hatchback,2017,Toyota,3,50818,13280,Available,16253.03
65Q0NIZ9VGMXXHQG9,MX-5 Miata,Hatchback,2018,Mazda,1,48407,14059,Reserved,17884.46
0IR5ZQ6NR4NGPSUC4,Impreza,SUV,2019,Subaru,1,99284,9838,Reserved,11891.26
XQ9XFQ7GC8F9LKBWN,Legacy,SUV,2022,Subaru,4,117549,5453,Sold,6334.21
CDD3VXIA7S2SK97B9,NSX,Hatchback,2019,Honda,3,107006,6221,Sold,8117.01
MAAG4OVMQKI6UW277,Veloster,Truck,2015,Hyundai,1,82779,8721,Reserved,11336.03
7YQ2I02S1PONJ9CAN,Gladiator,Sedan,2018,Jeep,4,23292,23803,Sold,30317.27
V0A6KJQCGFIG6RAJA,Accord,Sedan,2018,Honda,1,101697,7837,Sold,9153.9
MJ67P6UEAO844YP5T,Stinger,Coupe,2022,Kia,1,34277,21953,Reserved,27387.63
QAZBR1IBXFB86DYHO,Z4,Minivan,2020,BMW,4,100050,6891,Reserved,8201.97
Q78QS08RH9X3K01X1,Z4,Truck,2021,BMW,1,30771,17462,Available,19608
HJUTP1IO1XKR68X8E,Passat,Sedan,2021,Volkswagen,3,83868,11349,Available,15086.55
29HSD003S5RFUWEQV,Z4,Truck,2018,BMW,1,100657,8348,Sold,9468.34
8JHGWSK6D37UHOYDL,GT-R,Hatchback,2022,Nissan,2,58051,16788,Available,22454.95
HZRDV5F8DTE5IW4X2,Model S,Sedan,2017,Tesla,4,36910,14539,Reserved,17614.02
3DXC2TE30L3HCGK1L,RAV4,Sedan,2022,Toyota,3,65489,13293,Reserved,15237.54
JZM0L602FXVQH8WAS,GT-R,Minivan,2019,Nissan,3,111705,6539,Reserved,8078.77
S8SNMRPVJHG0WQP3M,Wrangler,SUV,2021,Jeep,3,51961,15673,Sold,20660.72
AO966Y05W749W70AQ,GT-R,Minivan,2019,Nissan,4,43335,14302,Available,18350.27
9Z1MPBEST2PK3P251,Golf,Hatchback,2018,Volkswagen,2,7790,24018,Sold,31262.8
OW5UAY1HQQULXUOCV,Stinger,Hatchback,2022,Kia,2,92515,8502,Reserved,10752.44
P96HZMIZSIXJPOIX7,Gladiator,Minivan,2018,Jeep,1,93918,8950,Available,11393.97
I9LS1ZAV56R8BKD1C,Cybertruck,Coupe,2022,Tesla,4,66532,13454,Sold,17655.67
3P7Z3HBKY1HE4EVXT,BRZ,Coupe,2022,Subaru,1,12263,27348,Reserved,31789.78
HEQK4AO8C8YSUWSZ3,Veloster,Minivan,2017,Hyundai,1,91457,6051,Available,7396.48
5AC1FBQAI8HT6G208,Cybertruck,Hatchback,2015,Tesla,2,82341,6447,Available,7448.23
EZRQGAW7D3G7WB12V,Passat,SUV,2019,Volkswagen,2,22605,24236,Available,32643.88
296GW7MDT0RV4V26N,CX-9,SUV,2021,Mazda,1,74615,14275,Sold,19071.61
PYGHC9BRSVC5EWWWN,MX-5 Miata,Hatchback,2024,Mazda,1,57181,18058,Sold,20041.79
O8B010I9AUZQ67OKT,Supra,Minivan,2022,Toyota,2,60385,15350,Available,19592.64
5VXGSDW7UO5LQ6PKY,MX-5 Miata,Hatchback,2024,Mazda,4,67307,13988,Reserved,18622.39
S3VBCKBM4OCPA1RTU,MX-5 Miata,Hatchback,2016,Mazda,2,99402,6014,Reserved,6886.9
SCTRZK74A8FH5FMF6,Supra,Minivan,2020,Toyota,4,90377,10958,Available,13609.69
K9FQZKXF75E2I9BRS,BRZ,Truck,2024,Subaru,4,112146,6108,Available,8116.75
3S7Z00UK0EBAW0BJP,BRZ,Minivan,2020,Subaru,1,110004,6390,Sold,7083.23
I9ODPT7PTLD0FYYRT,Z4,Hatchback,2016,BMW,2,37284,15231,Sold,19409.7
EX1FMD4I1E67R595O,MX-5 Miata,Coupe,2015,Mazda,3,103107,5000,Reserved,5871.69
MV7W4TC4V9KBWQLDK,Golf,Coupe,2020,Volkswagen,1,76367,10994,Sold,14634.1
8WT0NSNKW0KYZN2OS,GLE,Sedan,2019,Mercedes-Benz,2,91626,10712,Available,14383.69
O4UQ1T4J8E2LG2OKR,CR-V,Sedan,2019,Honda,3,26185,22216,Available,29682.06
RU6E24OUCB0PJO6RQ,5 Series,Sedan,2016,BMW,3,54467,11830,Available,14415.49
KBOLX598GQ1GDLRWV,AMG GT,Hatchback,2023,Mercedes-Benz,3,68198,14948,Reserved,19664.25
2Z4JZ3AZGMIMNW0T2,MX-5 Miata,Coupe,2019,Mazda,4,115920,6281,Sold,8235.25
48XEMA6JZNRFDMOCG,Veloster,Minivan,2021,Hyundai,1,114705,5038,Reserved,5943.71
ZLLTROCX75RVMN5CK,R8,Hatchback,2016,Audi,1,79864,8290,Available,10836.93
TYFPW7C84WJYORDZC,Civic,SUV,2015,Honda,1,40944,10517,Reserved,11666
GPUWH0DVFYMRPVI16,Tacoma,Truck,2020,Toyota,2,38501,17377,Reserved,21705.05
1STP5MAZ75ZE9C4I5,Cherokee,SUV,2024,Jeep,4,53004,17150,Available,19851.16
UI8A3YOKO1XHFZGGP,Silverado,SUV,2022,Chevrolet,3,74160,12332,Sold,13936.91
NN6CXZYLXJDM4U6DV,Golf,Truck,2021,Volkswagen,1,109615,6218,Sold,6959.42
9FIBV54YZLIN3NV8T,Gladiator,Truck,2023,Jeep,4,22493,26323,Reserved,33537.4
SQ6XB0KWD369ZMEDJ,Accord,Truck,2021,Honda,2,103010,7553,Available,8950.07
ERQ56G8RQ29R8U47N,Sonata,Sedan,2019,Hyundai,3,109007,5935,Available,7603.87
CQBY1O39LZQHFJ44N,MX-5 Miata,Hatchback,2022,Mazda,1,79930,11634,Reserved,12987.49
P3TMX0UTKR0YQ84TN,GLC,Coupe,2018,Mercedes-Benz,3,10719,25447,Sold,29997.5
YLTG3PGIQUYQ7WK6K,Corolla,SUV,2021,Toyota,2,5334,23057,Sold,28472.46
23GPPSKWWA5PD5GSO,BRZ,Hatchback,2015,Subaru,3,26197,14430,Reserved,18725.53
498N480Z9FGPWC4FK,Cybertruck,Coupe,2021,Tesla,3,115261,6336,Reserved,7474.5
3TKA7NCJR0ICTD44N,Supra,Coupe,2023,Toyota,4,40327,21953,Reserved,27583.35
6X8MUPBJNTUBZDX38,Highlander,Sedan,2023,Toyota,2,116933,5713,Available,7549.7
L7LI40POMUQ9DBWB4,Cherokee,SUV,2021,Jeep,4,72908,12591,Available,15788.68
T8WP8167IYGLQDKHQ,R8,Truck,2015,Audi,2,83985,7544,Available,8737.76
BEX486KP7GW095KZK,X3,Sedan,2016,BMW,1,8448,19556,Reserved,21630.9
8W92PUYP8BMS99HP5,Escape,Truck,2017,Ford,4,17820,12764,Available,16816.89
FP4HTCGGAU6JWF1ZE,BRZ,Minivan,2022,Subaru,2,18294,23556,Reserved,26036.86
BFLJ5GCE2N1X1C4Q7,Veloster,Coupe,2022,Hyundai,1,60274,12479,Available,16455.75
DPAWAX25KWZFUU526,K5,SUV,2024,Kia,2,40672,19713,Sold,24291.03
MEO5P6QNAT5UV2GR3,Veloster,Coupe,2024,Hyundai,4,31102,27545,Sold,36766.15
H0CZFQDFWELO500XP,Explorer,SUV,2018,Ford,1,28499,21085,Reserved,27404.09
XB9NF8Z2UE4VU04JQ,Bronco,Minivan,2021,Ford,2,47583,13982,Sold,18868.48
PJNNRW6XKWFH7ELE6,X5,SUV,2015,BMW,1,111899,5305,Sold,6300.63
3YKOAUD1YNRA6K321,GT-R,Hatchback,2017,Nissan,2,92078,6240,Available,8060.81
P72R99VREOHTQ5Z5J,Model 3,SUV,2018,Tesla,3,87083,11180,Available,13421.4
UTRIBWMIMTF9IQTKO,Gladiator,Coupe,2017,Jeep,1,17594,12430,Available,15164.21
RW0W5B4NCTADUFBAA,Golf,Minivan,2018,Volkswagen,2,84393,9196,Reserved,11558.24
TVAPRCAHTG4ZHP36C,Cherokee,SUV,2015,Jeep,1,109852,5000,Reserved,6592.1
6UTO7QOM99O1Q1B8A,Gladiator,Coupe,2018,Jeep,2,59748,13292,Sold,17891.31
